,product_sku,stock_code
154,GGOEYFKQ020699,22210
155,GGOEGAXL089428,22209
156,GGOEWFKA083099,22208
157,GGOEGALJ091016,20974
158,GGOEYAEB091817,20982
159,GGOEWAAJ082817,21872
160,GGOEGALJ073316,21888
161,GGOEGAXP089328,20754
162,GGOEYAXB089655,22187
163,GGOEYAXQ089528,20723
164,GGOENEBB081499,20969
165,GGOEYAXB089630,20970
166,GGOEGBMJ013399,22110
167,GGOEGCBC074299,21741
168,GGOEAAEQ091617,21738
169,GGOEGAEB090917,21739
170,GGOEYAXB089629,21385
171,GGOEYAWQ089749,21288
172,GGOEGAAB010513,21014
173,GGOEWAAJ082813,21803
174,GGOEWAAJ083513,21801
175,GGOEGHGH019699,21034
176,GGOEGEHQ071199,22202
177,GGOEGDHR018499,21064
178,GGOEGGCX092599,16235
179,GGOEGALJ036416,20986
180,GGOEGALQ036616,20832
181,GGOEGAAC035015,22168
182,GGOEGALB036515,21563
183,GGOEWCKQ085457,21769
184,GGOENEBQ081799,22294
185,GGOEGALB036514,22295
186,GGOEGOAA017199,21586
187,GGOEGALQ036615,21731
188,GGOEGOCC077999,21913
189,GGOEGAAJ032816,20798
190,GGOEGALQ036614,21249
191,GGOEGATH060714,21561
192,GGOEGOCC077299,21218
193,GGOEGDHC015299,22215
194,GGOEAAAB081017,21238
195,GGOEGAYR068226,20675
196,GGOEAAAB034917,21239
197,GGOEGAEC029117,21244
198,GGOEGAYR068225,21245
199,GGOEAAAB034814,21213
200,GGOEGAER090414,21207
201,GGOEGAWR061849,21987
202,GGOEGAWR061850,21988
203,GGOEGALJ073314,21989
204,GGOEGAEB027815,21086
205,GGOEGAYR068256,21094
206,GGOEGADB056917,21206
207,GGOEAAEQ091612,20677
208,GGOEGADC059314,22083
209,GGOEYAWQ089748,21703
210,GGOEYAWQ089750,21784
211,GGOEYAEJ092115,21844
212,GGOEAAAB034813,17090
213,GGOEGAPB057614,22077
214,GGOEWAAJ082814,22075
215,GGOEWALJ083414,22144
216,GGOEGAAB010517,21472
217,GGOEADWQ015699,20978
218,GGOEAAEQ091618,21833
219,GGOEGHGT019599,10124
220,GGOEGAXP089329,21922
221,GGOEYAEJ029517,22312
222,GGOEGAYB068026,21427
223,GGOEAALJ091414,21504
224,GGOEWAEA083899,22292
225,GGOENEBQ092399,21211
226,GGOEGADJ057118,21974
227,GGOEGAAR010717,22311
228,GGOEAAAB034817,22045
229,GGOEAAAB081016,20984
230,GGOEGFKA022299,21465
231,GGOEAAAB034816,21470
232,GGOEWAAJ083517,16012
233,GGOEAAAB034914,21851
234,GGOEGATH060717,21849
235,GGOEGAAC035017,20828
236,GGOEGAAL010617,21830
237,GGOEGBRB079599,21623
238,GGOEGALJ060117,21156
239,GGOEGADB059618,21625
240,GGOEYAEA035117,21259
241,GGOEAAAB034815,21258
242,GGOEAAAB081015,22169
243,GGOEGHPJ080110,21587
244,GGOEYAAB031814,22082
245,GGOEGAEB031514,16156
246,GGOEAAAB034913,22191
247,GGOEGAAC035013,22190
248,GGOEGHGR019499,20894
249,GGOEGPJR018999,21415
250,GGOEGBRD079699,20679
251,GGOEAAWJ062550,21710
252,GGOEYAWQ089753,22174
253,GGOEGAPC058812,21416
254,GGOEGATJ060515,21417
255,GGOEGBJC019999,15056
256,GGOEAAEB028315,18097
257,GGOEGBRA037499,22296
258,GGOEGAAQ033915,21899
259,GGOEGHGC019799,21911
260,GGOEAAEH035214,21902
261,GGOEGCBC016999,21901
262,GGOEGOXQ016399,21948
263,GGOEGADJ057114,21949
264,GGOEGAAL010615,20759
265,GGOEGHPJ080010,20760
266,GGOEGHPJ080310,20757
267,GGOEGALQ036617,20755
268,GGOEGALJ036413,20981
269,GGOEGALL074617,21544
270,GGOEGAAC035014,20971
271,GGOEGAAC035016,22150
272,GGOEGADJ059718,22147
273,GGOEGALJ060116,22088
274,GGOEGKAA019299,20726
275,GGOEGFKQ020799,21992
276,GGOEGADB056718,21993
277,GGOEGAWQ062250,10002
278,GGOEGCKQ084999,21349
279,GGOEGAEJ028016,21488
280,GGOEYAEB035617,22183
281,GGOEYAEJ029516,21781
282,GGOEGALJ057913,21745
283,GGOEGAAJ032613,21257
284,GGOEGALL074616,21116
285,GGOEGAER035517,21155
286,GGOEGADC059317,15060
287,GGOEGADC059517,21232
288,GGOEGAEJ028114,20972
289,GGOEGAPB057615,21700
290,GGOEGAQB036017,22064
291,GGOEAAAB081013,20973
292,GGOEGADB057318,20724
293,GGOEAAEJ035716,20725
294,GGOEGAHB057415,22084
295,GGOEYAAJ033017,21735
296,GGOEGALJ057912,21500
297,GGOEWAAJ083514,15036
298,GGOEGAPB058616,21408
299,GGOEYAAQ031717,20718
300,GGOEGALB036517,21539
301,GGOEGALJ034417,21668
302,GGOEGAPB058217,21509
303,GGOEGDHC074099,21508
304,GGOEGAPJ058012,21507
305,GGOEGATH060716,21499
306,GGOEAAFB035917,21498
307,GGOEYAAJ033013,20719
308,GGOEYAQB073217,20685
309,GGOEGAEJ028015,16237
310,GGOEGAEB084517,20961
311,GGOEGAPB057613,21912
312,GGOEGAXR065155,22264
313,GGOEGAYR068224,21314
314,GGOEGAPB057817,21982
315,GGOEGALJ057916,20665
316,GGOEGADC059316,22181
317,GGOEGPJC019099,21981
318,GGOEGAPB057616,21392
319,GGOEWALJ083417,21393
320,GGOEAAEJ035713,21268
321,GGOEGAAJ032313,20668
322,GGOEGALP036316,22087
323,GGOEGATC060316,21327
324,GGOEAAAB081014,21025
325,GGOEGADC059313,21031
326,GGOEGADJ057113,21030
327,GGOEYAEJ029017,21026
328,GGOEGAEJ030816,21032
329,GGOEGAEB084514,21578
330,GGOEGATJ060517,21559
331,GGOEGAPB057816,21357
332,GGOEAAEJ035717,20766
333,GGOEGAEJ028917,21398
334,GGOEGAEJ030817,21399
335,GGOEGALJ036417,21591
336,GGOEAAEJ030916,21714
337,GGOEGAAQ057217,21984
338,GGOEGAPB058615,21135
339,GGOEGDWR015799,21121
340,GGOEGAAB058913,21990
341,GGOEGALJ057915,20751
342,GGOEGALJ060115,16258
343,GGOEGFSR022099,21935
344,GGOEGADC059516,20752
345,GGOEGBCR024399,21892
346,GGOEGAPB058216,20728
347,GGOEYDHJ056099,21426
348,GGOEGAEJ030815,21577
349,GGOEGADB056713,20977
350,GGOEGAAB058918,20979
351,GGOEGAYB068056,21581
352,GGOEGALP036315,21874
353,GGOEGADB056717,21908
354,GGOEAAAJ032413,21169
355,GGOEYAEJ029016,21166
356,GGOEGAAQ057213,21174
357,GGOEGADB056613,21175
358,GGOEGAEJ028915,21900
359,GGOEGATB060216,21930
360,GGOEGADB057313,22099
361,GGOEGAAJ032617,22024
362,GGOEGPXR023199,22031
363,GGOEAAAQ032013,21067
364,GGOEGAYB068025,21463
365,GGOEGAAQ010417,21464
366,GGOEGCMB020932,21524
367,GGOEGAAJ059113,21658
368,GGOEGADJ056813,22065
369,GGOEAAWJ062548,21788
370,GGOEGAXR065130,22275
371,GGOEGAAQ033913,22043
372,GGOEGAEJ035317,22042
373,GGOEGAAH034015,17003
374,GGOEGAAJ057013,22089
375,GGOEGOBC078699,21063
376,GGOEGAAB033813,21059
377,GGOEGADJ056818,21975
378,GGOEGALB036516,21494
379,GGOEGAPB057513,21240
380,GGOEGAPB057516,22207
381,GGOEAAAB034915,21929
382,GGOEGAPJ058013,21928
383,GGOEAAAB034916,21927
384,GGOEGBPB082099,21925
385,GGOEYAEA035113,22186
386,GGOEAAWT061754,22141
387,GGOEGAEB084515,22121
388,GGOEYAEJ029513,21352
389,GGOEGAER029717,21621
390,GGOEGAPJ058015,21111
391,GGOEGODR017799,21231
392,GGOEGADB057314,22060
393,GGOEGALJ034416,22061
394,GGOEGALJ036414,21531
395,GGOEGAPB057512,22180
396,GGOEGAPB057517,21039
397,GGOEGDHQ015399,21157
398,GGOEGOBG023599,21035
399,GGOEGAPB057813,22193
400,GGOEGAEE031014,16161
401,GGOEGATB060414,22171
402,GGOEGAEB027816,21980
403,GGOEGAEE031013,21486
404,GGOEGFYQ016599,22173
405,GGOEAAAJ031913,21916
406,GGOEYAAB031817,21260
407,GGOEGOFH020299,21143
408,GGOEGAAJ032713,21033
409,GGOEYAEJ029015,21530
410,GGOEGAER035513,21528
411,GGOEAAWT061750,21891
412,GGOEGCKQ013199,21333
413,GGOEGADB056617,21820
414,GGOEGADJ057117,21821
415,GGOEGAQB036016,22162
416,GGOEGCBB074199,21706
417,GGOEGAEB027814,21114
418,GGOEGAFB035813,20615
419,GGOEGOCC017699,22142
420,GGOEGATC060314,20681
421,GGOEGATC060317,22155
422,GGOEGALP034316,21807
423,GGOEGOAB015899,22161
424,GGOEYAAB031816,20956
425,GGOEAAAP081215,22067
426,GGOEGBJC014399,20682
427,GGOEGBJL013999,22128
428,GGOEGALP034314,22276
429,GGOEGAAB010514,21786
430,GGOEGALJ057917,21890
431,GGOEGAPB058617,22078
432,GGOEAHPB080210,21878
433,GGOEGAAQ010416,21462
434,GGOEGAWR061053,22158
435,GGOEYAEB035614,22300
436,GGOEAAEB031215,21329
437,GGOEGALJ072917,20658
438,GGOEYAEA035114,20941
439,GGOEYAEB028414,21066
440,GGOEGEHQ072499,21205
441,GGOEGADC059513,21361
442,GGOEAAAJ080817,21557
443,GGOEAAFB035913,21876
444,GGOEAAFB035915,22136
445,GGOEGOAR021899,22167
446,GGOEYAAB031813,22200
447,GGOEGALL074613,22308
448,GGOEGOLC013299,10123
449,GGOEGOCD078399,10120
450,GGOEGOCR078499,20767
451,GGOEYOLR018699,21882
452,GGOEYAFB073115,21884
453,GGOEADHH082399,21452
454,GGOEYAAJ033014,20886
455,GGOEGAAJ073415,21192
456,GGOEGALP034315,21945
457,GGOEGAPJ058016,22133
458,GGOEAAAL081113,18098
459,GGOEGOAC021799,20655
460,GGOEGATC060315,21100
461,GGOEAAWT061753,21109
462,GGOEGAAB010515,21165
463,GGOEAAAJ031916,21201
464,GGOEGAAB033814,21411
465,GGOEGALJ072916,21558
466,GGOEYAAJ033015,21813
467,GGOEADHH055999,21865
468,GGOEGAAJ032813,21942
469,GGOEGEHQ072599,21944
470,GGOEGETR014599,22132
471,GGOEGAAH034017,22166
472,GGOEGAEJ028014,22309
473,GGOEGAEC033113,22154
474,GGOEGADB059613,22153
475,GGOEGBRC021399,20998
476,GGOEGESC014099,21907
477,GGOEGATB060413,21407
478,GGOEGADB056618,21715
479,GGOEGDHR082199,22076
480,GGOEGAAJ080617,22222
481,GGOEGBRB013899,21078
482,GGOEGAWR061848,22041
483,GGOEGATB060418,22059
484,GGOEAHPJ074410,22069
485,GGOEGALJ072915,22081
486,GGOEYAAJ033016,22105
487,GGOEGAFJ036217,22118
488,GGOEAAAJ032417,22135
489,GGOEGAPB058212,22156
490,GGOEGAWR061050,22163
491,GGOEAOBH078799,22175
492,GGOEGAPB058213,22182
493,GGOEGAER035516,22216
494,GGOEWAAJ083515,22224
495,GGOEGAPC058814,22227
496,GGOEGPXC023299,22244
497,GGOEAAAJ080813,22246
498,GGOEGAEJ031316,22248
499,GGOEGAEJ031317,22250
500,GGOEGAFB035817,22251
501,GGOEGALJ073313,22255
502,GGOEGALJ073315,22277
503,GGOEGAYQ069024,22278
504,GGOEGAYQ069025,22288
505,GGOEGAYQ069026,22299
506,GGOEGATH060715,22304
507,GGOEGAAJ032714,22310
508,GGOEGALQ036613,22314
509,GGOEGPJC203399,10133
510,GGOEGATB060214,16218
511,GGOEGATH060713,16225
512,GGOEGHPA002910,20686
513,GGOEA0CH077599,20712
514,GGOEGAXR065129,21200
515,GGOEGAEJ028916,20770
516,GGOEGAPB057514,20846
517,GGOEAAWJ062549,20902
518,GGOEGAWR061049,21002
519,GGOEGAAB058917,21012
520,GGOEGAXR065128,21015
521,GGOEAAAJ080814,21051
522,GGOEGAAJ032717,21107
523,GGOEGALJ034414,21112
524,GGOEGADJ056814,21147
525,GGOEGAAQ010413,21191
526,GGOEGOCL077699,21195
527,GGOEGAFB035815,21219
528,GGOEGAAJ073413,21220
529,GGOEAOCB077499,21221
530,GGOEGAWQ062949,21224
531,GGOEAAWT061749,21261
532,GGOEGAEC033117,21262
533,GGOEGFAQ016699,21263
534,GGOEYAAJ032514,21286
535,GGOEGALB036513,21439
536,GGOEYAEA035116,21446
537,GGOEGAPB058614,21523
538,GGOEGAEB027813,21619
539,GGOEGAEQ027913,21638
540,GGOEGOAQ018099,21640
541,GGOEGALP036317,21643
542,GGOEGAFB035816,21651
543,GGOEGALB034114,21675
544,GGOEGAAJ032814,21698
545,GGOEGADB056918,21704
546,GGOEGAEJ031315,21711
547,GGOEGATC060313,21725
548,GGOEGAAJ032317,21773
549,GGOEGALJ034415,21774
550,GGOEAAAL081114,21802
551,GGOEGAPB058613,21810
552,GGOEGBPB081999,21815
553,GGOEAAAJ080816,21826
554,GGOEWALJ083415,21828
555,GGOEGAWR061048,21829
556,GGOEGAAJ057016,21846
557,GGOEGALJ072914,21866
558,GGOEGAAC032117,21896
559,GGOEGADB056616,21903
560,GGOEGAAB010516,21906
561,GGOEGAAJ080613,21917
562,GGOEGAAJ080614,21934
563,GGOEGAAJ080615,21936
564,GGOEGAAJ080616,21985
565,GGOEGAAL010613,21986
566,GGOEGAAL010616,21991
567,GGOEGAAQ010414,21832
568,GGOEGAAQ010415,17084
569,GGOEGAAR010713,17091
570,GGOEGAAR010714,21027
571,GGOEGAAR010715,21095
572,GGOEGAAR010716,20713
573,GGOEGAEC029114,22139
574,GGOEGAEC029116,21136
575,GGOEGAER029716,22035
576,GGOEGAWC061948,21250
577,GGOEGAWC061949,21678
578,GGOEGAWC061950,21677
579,GGOEGAWQ062248,21377
580,GGOEGAWQ062249,21379
581,GGOEGAXQ067130,17107
582,GGOEAAWT061748,21564
583,GGOEGAAL010614,21932
584,GGOEYAAB031815,21933
585,GGOEGAAQ033914,21469
586,GGOEAAAJ031917,22072
587,GGOEGAAQ033917,22115
588,GGOEGALP034313,21905
589,GGOEGAFJ036216,21164
590,GGOEGAYB068024,22116
591,GGOEGADJ057116,21179
592,GGOEAAEJ030913,22151
593,GGOEGAEJ028113,22080
594,GGOEGAFB035814,22049
595,GGOEGAAC032115,22137
596,GGOEGAAJ032817,22306
597,GGOEYAEB035616,22095
598,GGOEGOCB017499,20711
599,GGOEGCBQ016499,20717
600,GGOEAAAP081217,20734
601,GGOEAAAJ031914,20735
602,GGOEGAEB084516,20960
603,GGOEGAEB084513,21242
604,GGOEGAEQ027915,21864
605,GGOEGALJ036415,21976
606,GGOEGAXQ067129,16016
607,GGOEGAXQ067155,20910
608,GGOEGAEJ028013,22192
609,GGOEGALB034117,21818
610,GGOEYHPB072210,20661
611,GGOEAHPB076113,20773
612,GGOEAHPB076114,21850
613,GGOEYAAJ032513,20652
614,GGOEYAAJ032515,21845
615,GGOEYAAJ032516,20854
616,GGOEYAAJ032517,20657
617,GGOEYAXR066128,20774
618,GGOEYAXR066129,21642
619,GGOEYAXR066130,16238
620,GGOEYAXR066155,21054
621,GGOEYAYR068624,20669
622,GGOEYAYR068625,21040
623,GGOEYAYR068626,21937
624,GGOEYAYR068656,21287
625,GGOEYOCR077799,22307
626,GGOEYAFB073113,20829
627,GGOEAAEJ030914,21721
628,GGOEACCQ017299,21947
629,GGOEAAAP081213,21726
630,GGOEGAEJ031313,21243
631,GGOEGAEJ031314,20697
632,GGOEGAAJ059116,20699
633,GGOEGAEJ030814,22117
634,GGOEGOAB022499,21579
635,GGOEGATB060213,17109
636,GGOEGAAQ057215,21011
637,GGOEGAEJ035313,21363
638,GGOEYAEJ029013,22079
639,GGOEGAEC029113,21626
640,GGOEGADJ059713,21716
641,GGOEADHH073999,11001
642,GGOEAAEJ035715,20936
643,GGOEGADB056614,22305
644,GGOEGAAX0100,21824
645,GGOEGEVB070599,21823
646,GGOEGESB015199,20856
647,GGOEAAAH083313,22256
648,GGOEAAAC080913,21447
649,GGOEGAFJ036213,22185
650,GGOEGALB034115,21787
651,GGOEGEHQ024099,22243
652,GGOEGESQ016799,21555
653,GGOEGAAJ057015,21556
654,GGOEGAAJ032815,21055
655,GGOEGAEJ035316,21358
656,GGOEAAAJ031915,22021
657,GGOEGAER029713,20684
658,GGOEAAAH083317,21110
659,GGOEYAEJ029515,21445
660,GGOEGAAJ073414,22242
661,GGOEYAFB073116,21294
662,GGOEAAAJ032913,21468
663,GGOEGATB060416,21466
664,GGOEAAAP081214,22123
665,GGOEAAAL081115,21836
666,GGOEGAAQ033916,21413
667,GGOEGALJ060114,21682
668,GGOEGAAJ059114,21664
669,GGOEGAPB057812,21090
670,GGOEYAEJ029014,21209
671,GGOEGOAB021499,21635
672,GGOEAAAP081216,21467
673,GGOEGAPJ058014,21983
674,GGOEGALP036313,21351
675,GGOEGAPJ058017,15039
676,GGOEGAYQ069056,16011
677,GGOEAAAJ032916,21785
678,GGOEAAAH083315,21650
679,GGOEGADB059616,21808
680,GGOEGALJ057914,22100
681,GGOEGADB056915,20764
682,GGOEGAXJ065555,21723
683,GGOEYAAQ031715,21187
684,GGOEGADJ059715,21696
685,GGOEGAYT068524,22034
686,GGOEGAXQ067128,20980
687,GGOEGAEA030413,21340
688,GGOEAAEJ033414,21761
689,GGOEGAPB058215,21630
690,GGOEGAFJ036215,21811
691,GGOEGADB059214,21809
692,GGOEAAEJ028215,21580
693,GGOEGAEQ027916,22231
694,GGOEGAXR066055,21657
695,GGOEGAYT068525,21106
696,GGOEGAAC032113,22093
697,GGOEGAAC032114,22091
698,GGOEGATJ060513,22097
699,GGOEGAXC065228,22098
700,GGOEGAYH067956,20748
701,GGOEGADC059315,22129
702,GGOEGHPB080410,20702
703,GGOEGADJ056816,21683
704,GGOEYAQB073216,21867
705,GGOEAAAJ032914,15034
706,GGOEGADJ059714,21624
707,GGOEGCVB072399,20671
708,GGOEGALL074615,21904
709,GGOEGAPB057515,22199
710,GGOEGAAB033815,21122
711,GGOEGESB015099,21126
712,GGOEGAEC033116,21038
713,GGOEGAER029714,16014
714,GGOEGALB034113,21817
715,GGOEGALB034116,21695
716,GGOEYAEA035115,21688
717,GGOEGAEJ035314,22074
718,GGOEGDHJ082599,21819
719,GGOEYOCR077399,21018
720,GGOEGAAB058914,21497
721,GGOEGAAJ032715,22252
722,GGOEGAYC068356,22313
723,GGOEGADB056714,21401
724,GGOEGEVA022399,21306
725,GGOEGAAL059015,21311
726,GGOEGAAJ032614,21307
727,GGOEGAXR066029,21277
728,GGOEGATJ060516,21115
729,GGOEGADB059614,21616
730,GGOEGOCT019199,22096
731,GGOEGBPB021199,21894
732,GGOEGGCX056499,20768
733,GGOEAAEJ035714,20659
734,GGOEGAAJ059115,20985
735,GGOEGOCB078299,22134
736,GGOEGAPB058612,21202
737,GGOEGADB059615,21822
738,GGOEGADJ056815,21910
739,GGOEGAEC033115,21613
740,GGOEGADC059514,21609
741,GGOEAAAJ032917,21693
742,GGOEGACB023699,21804
743,GGOEGADB056916,22157
744,GGOEAHPJ004213,20771
745,GGOEAHPJ004314,20765
746,GGOEGCBB074399,22283
747,GGOEGFQB013799,16010
748,GGOEGOAR013599,21167
749,GGOEAHPB076115,21713
750,GGOEAAEH035213,20802
751,GGOEGAEA030414,22052
752,GGOEAAEJ033415,20781
753,GGOEGADB059617,22073
754,GGOEGALQ034215,17012
755,GGOEGCNB021099,20622
756,GGOEGAAJ032616,20696
757,GGOEGAAJ032716,20716
758,GGOEGALL074614,20782
759,GGOEGETB023799,20847
760,GGOEAAEH035217,21279
761,GGOEGAEA030415,21291
762,GGOEGALQ034213,21319
763,GGOEAAEJ033413,21359
764,GGOEGHPB003410,21397
765,GGOEAAAJ032915,21627
766,GGOEGATB060614,21632
767,GGOEAAEH035215,21641
768,GGOEGATB060617,21777
769,GGOEGALQ034214,22068
770,GGOEGADB059215,22106
771,GGOEGATB060613,22108
772,GGOEAAEH035216,22124
773,GGOEGAAB033817,22165
774,GGOEYAFB073117,22184
775,GGOEGALQ034216,22221
776,GGOEGAEJ030813,22223
777,GGOEGBFC018799,22260
778,GGOEGADJ059814,22261
779,GGOEGAAJ032314,22262
780,GGOEGATB060615,22282
781,GGOEGAEA030416,22279
782,GGOEAAWN062648,22280
783,GGOEAAWN062649,20996
784,GGOEAAWN062650,21188
785,GGOEYAEJ029613,21189
786,GGOEGAAJ032315,21253
787,GGOEGOAJ021599,21265
788,GGOEGAAJ057018,21281
789,GGOEGAPB058214,21366
790,GGOEYAEB035615,21389
791,GGOEGOCD078199,21391
792,GGOEGAEC033114,21403
793,GGOEYAEJ029616,21534
794,GGOEYAFB073114,21618
795,GGOEGAAJ032316,21648
796,GGOEGAAJ032615,21758
797,GGOEAAEJ030915,21812
798,GGOEAAQB036116,21847
799,GGOEGAER029715,21873
800,GGOEAHPA004110,21943
801,GGOEGAAJ057017,22104
802,GGOEGALQ034217,10125
803,GGOEGBMC056599,15044
804,GGOEGAAQ057216,20762
805,GGOEGAAH034014,20803
806,GGOEGBMB073799,20867
807,GGOEGEVR014999,18007
808,GGOEYAEJ029514,21676
809,GGOEAAAH083316,21720
810,GGOEAAAL081116,21289
811,GGOEGAAH034016,21292
812,GGOEGADB059216,22127
813,GGOEGAAC032116,20903
814,GGOEGADB057316,20897
815,GGOEGAER035515,21973
816,GGOEAAAH083314,21622
817,GGOEGALJ034413,21162
818,GGOEGADJ057115,22119
819,GGOEAOCH077899,22233
820,GGOEGEVB070899,22176
821,GGOEGEVB071799,16169
822,GGOEGADB059217,20769
823,GGOEGAQB036013,20731
824,GGOEGCBN016899,21226
825,GGOEGAAB058916,22203
826,GGOEGALP034317,21089
827,GGOEGBRP037599,21647
828,GGOEGDHQ014899,21692
829,GGOEAAAC080916,20775
830,GGOEGAEC029115,21576
831,GGOEGADB056615,20861
832,GGOEYAAQ031716,21827
833,GGOEAAXC066428,21495
834,GGOEAAXC066429,17007
835,GGOEAAXC066430,21644
836,GGOEAAXC066455,21744
837,GGOEAAXJ066229,21746
838,GGOEAAXJ066255,18094
839,GGOEAAXN066328,21471
840,GGOEAAXN066329,22085
841,GGOEAAXN066330,20772
842,GGOEAAXN066355,21814
843,GGOEAAYC068724,21336
844,GGOEAAYC068725,22050
845,GGOEAAYC068726,21680
846,GGOEAAYC068756,20819
847,GGOEAAYJ068824,21547
848,GGOEAAYJ068826,17021
849,GGOEAAYJ068856,21000
850,GGOEGAWC062848,21001
851,GGOEGAWC062849,21028
852,GGOEGAWC062850,21124
853,GGOEGAWH061348,21171
854,GGOEGAWH061349,21204
855,GGOEGAWH061350,21222
856,GGOEGAWH061353,21251
857,GGOEGAWH061354,21367
858,GGOEGAWN062748,21375
859,GGOEGAWN062749,21448
860,GGOEGAWN062750,21595
861,GGOEGAWQ062948,21684
862,GGOEGAWQ062953,21705
863,GGOEGAWR061149,21775
864,GGOEGAWR061150,22101
865,GGOEGAWR061153,22217
